seller_id,total_orders,on_time_rate,avg_latency_days,p95_latency,avg_review_score,total_revenue_brl,seller_state,risk_tier
05d2173d43ea568aa0540eba70d2ca76,62,0.9393939393939394,14.257575757575758,25.75,4.0,8262.74,MG,Top Performer
05f51e13da97139648b8125c31e5f51b,57,0.85,11.916666666666666,32.0,4.25,17169.98,MG,Acceptable
05ff92fedb5be47920fea08e501238b9,57,0.95,11.783333333333333,26.399999999999977,4.283333333333333,25372.329999999998,RS,Top Performer
062ce95fa2ad4dfaedfc79260130565f,54,0.9661016949152542,12.745762711864407,26.19999999999999,4.016949152542373,10672.15,RS,Top Performer
06579cb253ecd5a3a12a9e6eb6bf8f47,61,0.8428571428571429,10.485714285714286,35.0,3.842857142857143,8295.63,SP,Acceptable
066a6914e1ebf3ea95a216c73a986b91,66,0.9583333333333334,13.63888888888889,25.900000000000006,3.9722222222222223,11858.03,PR,Top Performer
0691148aee60ca47977c187804f935ae,47,0.9622641509433962,12.584905660377359,27.0,3.990566037735849,11084.460000000001,PR,Top Performer
06a2c3af7b3aee5d69171b0e14f0ee87,389,0.763681592039801,17.271144278606965,35.0,4.022784810126582,51602.28,MA,At Risk
06bb3a2fe5e7b7a845b13e8fb91bd944,17,1.0,8.333333333333334,12.299999999999997,4.611111111111111,2028.66,MG,Top Performer
06df0c10d34e459d9672bc77388742eb,26,0.9,9.2,21.0,4.366666666666666,12122.79,PR,Acceptable
06e5eefc71ec47ae763c5c6f8db7064f,90,0.978494623655914,10.53763440860215,19.39999999999999,3.956043956043956,25302.76,RS,Top Performer
070d165398b553f3b4b851c216b8a358,31,0.868421052631579,10.631578947368421,28.89999999999999,3.5405405405405403,6564.1900000000005,SP,Acceptable
0725b8c0f3f906e58f70cbe76b7c748c,16,0.8055555555555556,11.222222222222221,20.25,3.6527777777777777,8995.27,SP,Acceptable
0747d5bb69f0586cc869d8af4c50f93e,12,0.9230769230769231,13.846153846153847,33.399999999999984,3.8461538461538463,582.08,RJ,Top Performer
07bf9669d84d1f11be443a9dd938f698,18,1.0,8.291666666666666,19.799999999999983,3.25,3807.7599999999998,SP,Top Performer
080102cd0a76b09e0dcf55fcacc60e05,122,0.9609375,9.296875,20.0,4.53125,8368.74,MG,Top Performer
080199a181c46c657dc5aa235411be3b,79,0.9759036144578314,7.626506024096385,17.0,4.609756097560975,17035.9,SP,Top Performer
08084d990eb3f53af056ccbc1730c8a7,12,1.0,8.0,13.899999999999999,4.454545454545454,795.98,SP,Top Performer
082e0bf4cb865a6533b1e8e498cc0255,11,0.8695652173913043,12.73913043478261,39.599999999999994,3.3043478260869565,9205.03,SP,Acceptable
08633c14ef2db992c11f840f04fad4cd,74,0.9381443298969072,9.721649484536082,21.0,4.237113402061856,15190.23,SP,Top Performer
0885aaf116795758dfeb5f1032487bcd,27,0.9655172413793104,5.241379310344827,14.399999999999991,4.241379310344827,4154.57,SP,Top Performer
0887a9f087bcd5d9f6642b52f897fc6c,12,0.9166666666666666,13.583333333333334,29.149999999999995,4.416666666666667,1862.35,SP,Acceptable
08d0949a9a17c027262db1f3c450c26c,12,1.0,13.75,20.699999999999996,3.7083333333333335,699.54,PR,Top Performer
08d2d642cf72b622b14dde1d2f5eb2f5,16,0.85,14.45,28.250000000000004,4.45,1538.86,SP,Acceptable
093805f8f2aeb63881444571e1f48f30,22,0.9629629629629629,7.7407407407407405,13.0,3.814814814814815,2523.7200000000003,SP,Top Performer
094ced053e257ae8cae57205592d6712,19,1.0,11.789473684210526,20.099999999999998,4.052631578947368,2122.26,SP,Top Performer
099095b050cfe8eb1ddff5317587e96e,16,0.8421052631578947,10.0,34.39999999999997,3.0526315789473686,6323.81,SP,Acceptable
09f952a5f58d2285b0372551ae8f9b01,50,0.9464285714285714,12.660714285714286,27.0,3.875,16628.41,SP,Top Performer
0a85ebe4e328db81ac9109781205e2f7,12,0.9166666666666666,4.75,8.0,4.583333333333333,926.42,SP,Acceptable
0ac4201fda2c68ebc0e47cb9423cf3c9,13,0.9285714285714286,12.071428571428571,24.75,4.285714285714286,2021.3100000000002,SP,Top Performer
0adac9fbd9a2b63cccaac4f8756c1ca8,106,0.9477611940298507,12.343283582089553,24.0,4.007462686567164,31091.92,SP,Top Performer
0afccdb8a34ee5c79f7c06faf2b4d56e,24,0.9166666666666666,12.958333333333334,26.24999999999999,4.086956521739131,1557.09,MG,Acceptable
0b35c634521043bf4b47e21547b99ab5,50,0.8831168831168831,16.92207792207792,57.0,3.526315789473684,33653.27,PR,Acceptable
0b90b6df587eb83608a64ea8b390cf07,163,0.9665071770334929,14.004784688995215,31.599999999999994,4.016826923076923,51350.29,PR,Top Performer
0bae85eb84b9fb3bd773911e89288d54,136,0.993103448275862,9.786206896551723,19.799999999999983,4.227586206896552,12263.76,SP,Top Performer
0bb738e4d789e63e2267697c42d35a2d,28,0.9655172413793104,11.482758620689655,25.199999999999996,4.620689655172414,2632.02,SP,Top Performer
0be8ff43f22e456b4e0371b2245e4d01,156,0.9371428571428572,9.851428571428572,22.299999999999983,3.9657142857142857,16874.91,SP,Top Performer
0bf0150d5b9d60d9cd2906003332f085,39,0.8064516129032258,13.612903225806452,43.89999999999999,3.711864406779661,14181.92,SP,Acceptable
0c7533c71df861ec58ad7ff999ed0e8d,61,0.958904109589041,10.150684931506849,20.39999999999999,4.082191780821918,5958.03,SP,Top Performer
0c8380b62e38e8a1e6adbeba7eb9688c,179,0.9539170506912442,11.465437788018432,24.0,4.055813953488372,31438.42,MG,Top Performer
0cbcee27c791afa0cdcb08587a2013a8,37,0.8974358974358975,12.461538461538462,28.200000000000003,4.0,6410.5599999999995,MG,Acceptable
0d33a55da925bbf1ff02af5f6059fc7f,22,0.9583333333333334,8.375,19.099999999999987,4.5,1201.63,SP,Top Performer
0d85bbda9889ce1f7e63778d24f346eb,51,0.8103448275862069,17.79310344827586,43.0,4.211538461538462,11373.58,MG,Acceptable
0db783cfcd3b73998abc6e10e59a102f,132,0.9635036496350365,11.197080291970803,21.399999999999977,4.213235294117647,12427.960000000001,SP,Top Performer
0dd184061fb0eaa7ca37932c68ab91c5,161,0.9015544041450777,10.813471502590673,33.799999999999955,3.953125,35563.15,SP,Acceptable
0df3984f9dfb3d49ac6366acbd3bbb85,86,0.9886363636363636,9.136363636363637,19.0,4.340909090909091,12056.66,MG,Top Performer
0ea22c1cfbdc755f86b9b54b39c16043,234,0.9849056603773585,10.50943396226415,22.0,4.342911877394636,20382.06,MG,Top Performer
0eaa7e33d73809f1f925f7d07c506cbd,15,1.0,5.466666666666667,12.799999999999994,4.714285714285714,1746.9,SP,Top Performer
0ebd97a106433a45a4aebe57c1799778,31,1.0,8.75,20.9,4.5,4037.93,MG,Top Performer
0ed6ce5d87fd9c69eaacaeb778d67235,42,0.8571428571428571,15.547619047619047,45.949999999999996,4.390243902439025,2697.3,SP,Acceptable
0ef83d7d83ed97cd2a0049ac8be5f88a,48,0.9818181818181818,9.236363636363636,21.299999999999997,4.2407407407407405,7168.87,PR,Top Performer
0ff83046c3fa22efee8ecf291888b191,10,1.0,11.909090909090908,18.5,4.818181818181818,1190.2,RS,Top Performer
0ffa40d54288e4f3499b8780dd0f144f,33,0.8571428571428571,13.085714285714285,26.599999999999994,4.4,3054.06,SP,Acceptable
10076e5788b8ee532724bcd460baf762,23,0.9615384615384616,9.384615384615385,19.5,4.615384615384615,1576.94,SP,Top Performer
1025f0e2d44d7041d6cf58b6550e0bfa,910,0.9077464788732394,11.569014084507042,24.0,3.8693181818181817,306000.35,SP,Acceptable
1127b7f2594683f2510f1c2c834a486b,110,0.9375,9.7421875,25.949999999999974,4.1796875,13839.25,SP,Top Performer
11305281b50fff20ae8bb473f8e11876,35,0.875,13.55,28.299999999999983,4.35,10330.19,MG,Acceptable
113e3a788b935f48aad63e1c41dac1bd,39,0.9583333333333334,11.604166666666666,21.65,4.404255319148936,2273.61,SP,Top Performer
116ccb1a1604bc88e4d234a8c23f33de,61,0.9452054794520548,8.315068493150685,20.0,4.602739726027397,3812.41,SP,Top Performer
11bfa66332777660bd0640ee84d47006,76,0.8235294117647058,15.72549019607843,32.849999999999966,3.784313725490196,9604.56,SP,Acceptable
128639473a139ac0f3e5f5ade55873a5,527,0.9368231046931408,13.96028880866426,28.0,4.202554744525547,24235.79,PR,Top Performer
128f9bfbe4c7d5185033914b1de3d39a,13,0.9333333333333333,12.533333333333333,22.0,4.8,1719.6399999999999,SP,Top Performer
12b9676b00f60f3b700e83af21824c0e,133,0.9849624060150376,14.631578947368421,31.199999999999974,4.537878787878788,29927.64,RS,Top Performer
13074f016982ff2bd6c58ced8682f000,13,0.7142857142857143,14.0,34.3,4.142857142857143,3009.9,RS,At Risk
1336efc61c316ddf92c899eb817f7cae,74,0.9058823529411765,11.211764705882352,29.39999999999999,3.9411764705882355,8538.55,SP,Acceptable
1354d51653f645349064725ed204e85e,18,0.95,8.7,17.550000000000008,3.8,3283.54,SP,Top Performer
138dbe45fc62f1e244378131a6801526,49,0.9655172413793104,5.879310344827586,13.149999999999999,3.9827586206896552,2804.17,SP,Top Performer
13d058e4eeac2ce8217660b2f8a05812,22,0.8636363636363636,10.818181818181818,22.9,4.181818181818182,4647.37,SP,Acceptable
141440cad9341e553f8401c574a2aa38,11,1.0,6.5,9.0,4.166666666666667,1903.2,PR,Top Performer
1430239a858e7682bbc43b20758af153,17,1.0,6.863636363636363,14.95,4.0,1405.72,SP,Top Performer
1464afc72f696af775557a821c2e253f,29,0.9666666666666667,10.8,23.299999999999983,4.166666666666667,1578.46,RJ,Top Performer
14a08204d03bb6b6bde8029f801ae0eb,28,1.0,8.263157894736842,18.299999999999997,3.8157894736842106,5437.54,SP,Top Performer
14d7985702e72162bbf13b6beb74ab2b,37,0.868421052631579,10.578947368421053,32.89999999999999,4.342105263157895,4698.34,SP,Acceptable
1554a68530182680ad5c8b042c3ab563,246,0.9288389513108615,13.576779026217228,30.0,4.2679245283018865,39313.95,MG,Top Performer
157c3e4b42f81ac4a44e8b1ca2fe9876,23,0.9354838709677419,9.935483870967742,24.0,3.967741935483871,5910.02,SP,Top Performer
15aac934c58d886785ac1b17953ea898,25,0.8461538461538461,15.153846153846153,41.75,4.115384615384615,6662.139999999999,ES,Acceptable
15cd6eefe58588619aaed41dfa6621b1,16,0.9444444444444444,13.944444444444445,32.89999999999999,4.333333333333333,2655.67,MG,Top Performer
16090f2ca825584b5a147ab24aa30c86,398,0.8916256157635468,8.753694581280788,24.0,4.07196029776675,31826.64,SP,Acceptable
165b1235e9e9942cb5fae67103576fb0,11,0.9375,6.8125,13.0,4.3125,5706.9800000000005,SP,Top Performer
165fc07beebdcb6190fba8a06db2a449,50,0.875,13.1875,31.399999999999977,3.6875,31264.99,PR,Acceptable
1660ad786c27fd935378b6192a90b417,12,0.9230769230769231,8.538461538461538,14.0,4.615384615384615,2246.58,SP,Top Performer
1690cada046eb7e92c12f98b1f8a8167,10,0.9,6.8,12.099999999999998,4.9,1992.91,SP,Acceptable
17306570e772e7718c92a562d33f5f1d,27,0.9333333333333333,13.5,28.19999999999999,3.7666666666666666,11627.01,SP,Top Performer
1771297ac436903d1dd6b0e9279aa505,28,0.9722222222222222,8.972222222222221,21.0,4.628571428571429,4554.110000000001,SP,Top Performer
17908cf9b444ee34047cadd5c0f4a516,11,0.9090909090909091,18.363636363636363,40.0,4.545454545454546,2495.41,GO,Acceptable
179d859f51292aac5c10806a356f7af9,18,0.8421052631578947,8.789473684210526,14.599999999999987,4.315789473684211,918.39,SP,Acceptable
17a053fcb14bd219540cbde0df490be0,124,0.918918918918919,11.56081081081081,26.950000000000017,4.226027397260274,70575.45,SP,Acceptable
17ca9b9e9b9ef8fdb529001b49ebb50f,115,0.9765625,7.6015625,18.0,4.03125,14895.91,MG,Top Performer
17e34d8224d27a541263c4c64b11a56b,247,0.9192307692307692,13.523076923076923,28.049999999999983,4.2015503875969,64125.340000000004,SP,Acceptable
17f51e7198701186712e53a39c564617,56,0.9180327868852459,22.21311475409836,38.0,4.344262295081967,67584.27,SP,Acceptable
1835b56ce799e6a4dc4eddc053f04066,417,0.8947368421052632,12.330308529945553,31.0,3.6174311926605505,74680.37,SP,Acceptable
1838dd9b8977065acf51d95e0053ea7a,62,0.9538461538461539,12.138461538461538,22.799999999999997,4.338461538461538,4462.69,MG,Top Performer
18a349e75d307f4b4cc646a691ed4216,109,0.9453125,10.6796875,27.299999999999983,3.5196850393700787,14686.24,SP,Top Performer
18e694e0e48ed6f7aa3f24aade5fd697,31,0.9705882352941176,5.470588235294118,9.349999999999998,4.676470588235294,1494.25,SP,Top Performer
1900267e848ceeba8fa32d80c1a5f5a8,406,0.9005736137667304,12.35564053537285,26.0,3.878640776699029,58663.44,SP,Acceptable
1987cd4be10fe09ee50454f9c354d1c6,14,0.9375,15.3125,28.25,4.25,3684.51,MG,Top Performer
198c7ea11960a9844b544d9bcdca860c,25,0.88,14.0,26.799999999999983,3.88,2225.38,MG,Acceptable
1a3df491d1c4f1589fc2b934ada68bf2,160,0.9473684210526315,14.526315789473685,26.0,4.242690058479532,32571.62,SC,Top Performer
1a932caad4f9d804097d7f8e615baed1,20,0.8666666666666667,8.466666666666667,20.19999999999999,3.566666666666667,14456.39,SP,Acceptable
1b1ae47a313a825a7ccceb8e2e30fa9d,10,1.0,10.1,15.0,4.222222222222222,2413.37,PR,Top Performer
1b4c3a6f53068f0b6944d2d005c9fc89,111,0.9391304347826087,13.808695652173913,27.599999999999994,4.140350877192983,20349.76,SC,Top Performer
1b7e5006cb25dd23ce8686691013b121,11,0.8181818181818182,15.090909090909092,23.5,4.363636363636363,2785.96,SP,Acceptable
1b8356dabde1d35e17cef975c3f82730,55,0.9833333333333333,9.7,19.14999999999999,4.133333333333334,5209.91,SP,Top Performer
1b8b75e227c9a9c100d0c210fb6176ce,15,0.9333333333333333,14.466666666666667,21.599999999999998,3.933333333333333,1648.4900000000002,SP,Top Performer
1b938a7ec6ac5061a66a3766e0e75f90,29,0.967741935483871,10.96774193548387,20.0,4.451612903225806,5133.72,SP,Top Performer
1bb2bdb95f4841f1bba2c0d2cd83d3c9,79,0.927710843373494,11.891566265060241,25.89999999999999,4.573170731707317,6299.33,SP,Top Performer
1c129092bf23f28a5930387c980c0dfc,200,0.9497716894977168,11.127853881278538,24.099999999999994,4.18348623853211,17798.13,SP,Top Performer
1c40343cc5d18c2d8248ac2f3366de34,21,0.9090909090909091,6.863636363636363,12.95,4.545454545454546,3368.2,SP,Acceptable
1c5e4e49b9079480255b49d50aac1aa9,12,1.0,8.333333333333334,13.0,4.333333333333333,11062.72,SP,Top Performer
1c68394e931a64f90ea236c5ea590300,142,0.9649122807017544,15.35672514619883,29.0,3.9298245614035086,40393.07,PR,Top Performer
1ca7077d890b907f89be8c954a02686a,108,0.8031496062992126,14.511811023622048,30.0,2.2698412698412698,20147.47,SP,Acceptable
1caf283236cd69af44cbc09a0a1e7d32,33,0.8918918918918919,13.594594594594595,33.199999999999996,4.54054054054054,1872.54,RJ,Acceptable
1cbd32d00d01bb8087a5eb088612fd9c,11,0.9166666666666666,11.75,24.799999999999997,4.25,1353.63,SP,Acceptable
1ce3ae5a399804d1a87e706f8a813c3e,40,0.9090909090909091,13.340909090909092,32.400000000000006,3.727272727272727,5579.71,SC,Acceptable
1d29dfba02015238dfbe2449a5eaa361,12,0.9166666666666666,14.833333333333334,43.29999999999996,4.5,789.9200000000001,MG,Acceptable
1d4587203296c8f4ad134dc286fa6db0,40,0.9512195121951219,9.121951219512194,18.0,4.365853658536586,3685.88,SP,Top Performer
1d503743d2526f03f0c2c89540ee008c,12,0.9411764705882353,8.588235294117647,19.19999999999999,4.235294117647059,1259.39,SP,Top Performer
1d8dbc4f32378d715c717c1c1fc57bae,91,0.9072164948453608,15.051546391752577,37.0,3.9263157894736844,16736.01,PR,Acceptable
1da366cade6d8276e7d8beea7af5d4bf,42,0.875,16.979166666666668,28.949999999999996,3.978723404255319,9631.79,MG,Acceptable
1da3aeb70d7989d1e6d9b0e887f97c23,261,0.9506172839506173,7.8734567901234565,19.849999999999966,4.080495356037152,20367.3,SP,Top Performer
1dc2de47ee26a0a5b12dc14fd6dc0dea,25,0.8888888888888888,14.296296296296296,24.7,4.518518518518518,2724.46,SP,Acceptable
1dcfa3835714681d4ba4a93bc1e0fd41,12,1.0,15.5,24.0,4.076923076923077,1908.1,SP,Top Performer
1dfe5347016252a7884b694d4f10f5c4,20,0.7692307692307693,19.03846153846154,40.5,3.1923076923076925,3486.7,SP,At Risk
1e8b33f18b4f7598d87f5cbee2282cc2,122,0.9568345323741008,7.359712230215828,19.0,4.306569343065694,26060.98,SP,Top Performer
1eade46fba20122dc4aefb379f8c636b,58,0.8666666666666667,11.52,40.3,4.306666666666667,6334.35,SP,Acceptable
1f1bb1f0859883505541bdd6606193e5,27,0.896551724137931,13.758620689655173,27.0,4.310344827586207,19104.45,SP,Acceptable
1f50f920176fa81dab994f9023523100,1398,0.905974025974026,15.02909090909091,31.0,3.994001043296818,289794.71,SP,Acceptable
1f9ab4708f3056ede07124aad39a2554,76,0.948051948051948,14.051948051948052,23.400000000000006,4.105263157894737,16132.23,SP,Top Performer
1fdc574883ef3b33ad41562d93f3a74a,18,0.9444444444444444,10.833333333333334,24.199999999999932,4.444444444444445,4524.27,SP,Top Performer
1fe5540d7c1c37a595fefbacd5570d9e,20,0.96,11.6,17.799999999999997,4.28,7476.93,RJ,Top Performer
2059c39f76271d4ca3f15b5ffaccc8b8,12,1.0,8.916666666666666,13.0,4.5,791.29,PR,Top Performer
2089a6d640999f9b9141ac719b2af596,41,0.8536585365853658,19.024390243902438,43.0,3.926829268292683,8395.23,SP,Acceptable
20cb7c2fde3e5bf10f0bbe7394e1c6a9,31,0.9,11.52,27.0,3.9,3248.35,PR,Acceptable
20d83f3ef0e6925fd74bfd59170babf7,40,0.9629629629629629,8.092592592592593,18.0,4.351851851851852,8029.99,SP,Top Performer
2138ccb85b11a4ec1e37afbd1c8eda1f,388,0.9451073985680191,10.742243436754176,23.099999999999966,3.916267942583732,21243.58,SP,Top Performer
213b25e6f54661939f11710a6fddb871,152,0.8894736842105263,14.784210526315789,25.0,3.823529411764706,27528.32,SP,Acceptable
2156f2671501a81034d7d07f217609d0,21,0.8571428571428571,14.761904761904763,28.0,4.0,3302.9900000000002,SP,Acceptable
218d46b86c1881d022bce9c68a7d4b15,382,0.9095238095238095,13.314285714285715,32.049999999999955,4.173444976076555,73998.79,SP,Acceptable
218f991754f360af9c2daa5e0b8e990c,14,0.8823529411764706,12.882352941176471,37.39999999999999,3.5294117647058822,5714.92,SP,Acceptable
2199e7fe213c16213bf5d6a7eadc9a5d,24,0.9666666666666667,10.633333333333333,20.64999999999999,4.4,6560.53,SP,Top Performer
21e83881401b92b49fb09a16d3852291,12,1.0,10.615384615384615,18.199999999999996,4.769230769230769,4031.49,MG,Top Performer
226b05fe067266c59c15dae208213d06,10,1.0,9.181818181818182,22.5,4.181818181818182,1496.68,PR,Top Performer
229c3efbfb0ea2058de4ccdfbc3d784a,118,0.9793103448275862,10.386206896551725,20.799999999999983,3.6433566433566433,25182.69,MG,Top Performer
232a6014e7b10cba61c6c2b2ea6bb4b0,32,0.9428571428571428,13.114285714285714,25.89999999999999,4.085714285714285,5516.24,SP,Top Performer
23613d49c3ac2bd302259e55c06c050c,69,0.8607594936708861,13.417721518987342,26.19999999999999,3.6923076923076925,8690.65,SP,Acceptable
236585a4ddb5fea9fa40233e2249ed91,11,0.9090909090909091,12.636363636363637,21.5,4.090909090909091,837.67,RS,Acceptable
238fac594e170b59c6d228f5a4f4f1d9,29,0.8666666666666667,11.966666666666667,27.099999999999994,3.9655172413793105,4887.97,SP,Acceptable
23a0ffca143a15b9b5bbdb7d552f626a,23,0.875,10.708333333333334,26.0,3.9583333333333335,4860.62,SP,Acceptable
23c38debaffe4a25a30fdbd9b586a13f,41,0.8478260869565217,11.152173913043478,31.75,4.304347826086956,7630.0199999999995,SP,Acceptable
23d7c96d4a1160db1c726b248601b25a,50,0.8846153846153846,12.826923076923077,29.349999999999987,3.93,12797.13,SP,Acceptable
240b9776d844d37535668549a396af32,35,0.9428571428571428,10.971428571428572,22.299999999999997,4.3428571428571425,14171.65,RJ,Top Performer
244c2f1bff6afe1f2eaf9bfe9b2aed38,23,0.8518518518518519,14.962962962962964,29.0,3.814814814814815,5218.85,SP,Acceptable
2528513dd95219a6013d4d05176e391a,160,0.9457831325301205,10.114457831325302,21.0,3.96319018404908,39522.270000000004,SP,Top Performer
257e61d3251fb5efb9daadddbc2cf7ca,12,1.0,7.666666666666667,13.699999999999996,4.75,8806.18,PR,Top Performer
259f7b5e6e482c230e5bfaa670b6bb8f,136,0.9814814814814815,8.123456790123457,18.0,4.273291925465839,14953.62,SP,Top Performer
25c5c91f63607446a97b143d2d535d31,156,0.9398496240601504,13.556390977443609,30.0,3.7339622641509433,159673.13,MG,Top Performer
25cf099de44674fde97473224f9d59ab,50,0.96,8.88,23.549999999999997,4.326530612244898,2359.55,SP,Top Performer
25e47381a6c510ddeb36084e33b89f0c,16,1.0,9.117647058823529,14.2,4.0588235294117645,1625.91,SP,Top Performer
25e6ffe976bd75618accfe16cefcbd0d,106,0.9478260869565217,9.417391304347825,21.19999999999999,4.417391304347826,18796.309999999998,SP,Top Performer
2646baaf662d4d92ac48f047e35db92d,15,0.8888888888888888,5.111111111111111,9.449999999999996,4.555555555555555,2512.25,SP,Acceptable
26785a546900236d66f2e4197c211158,15,1.0,5.4,9.299999999999999,4.666666666666667,1244.65,SP,Top Performer
26af45f5dfd967225a832838aa4e24a3,10,1.0,8.636363636363637,16.5,4.181818181818182,1136.24,PR,Top Performer
26d6bbee02420494d471c9f6436929c0,12,1.0,7.538461538461538,15.599999999999987,4.6923076923076925,772.8,PR,Top Performer
26d8a1c7c75d513045798992ead43aa2,34,0.9166666666666666,12.0,26.0,4.333333333333333,7083.82,PR,Acceptable
26e2c91ef821e1ff8985f408788fe35b,12,0.6428571428571429,24.5,75.0,3.0,2593.49,SP,High Risk
270297ead4c65a6cd2593960d2af6b21,17,1.0,14.0,29.89999999999998,3.736842105263158,11600.289999999999,SP,Top Performer
2709af9587499e95e803a6498a5a56e9,25,0.5,11.934782608695652,21.25,2.6,5836.56,SP,High Risk
271c58a1d139c45eaf3316107c6d3a3b,27,0.9259259259259259,12.666666666666666,20.4,4.185185185185185,4232.55,SP,Top Performer
272f092de69afedd4d2969440b37f18f,25,1.0,8.897435897435898,16.80000000000001,4.0675675675675675,4304.93,SP,Top Performer
2745f798279e0ed033addcc1474776d7,32,0.90625,12.9375,26.699999999999996,3.967741935483871,4569.75,SP,Acceptable
276677b5d08786d5dce7c2149dcce48b,31,0.9333333333333333,10.666666666666666,23.799999999999983,3.888888888888889,6839.07,MG,Top Performer
282f23a9769b2690c5dda22e316f9941,98,0.9541284403669725,10.73394495412844,22.599999999999994,4.330275229357798,12880.75,MG,Top Performer
289cdb325fb7e7f891c38608bf9e0962,109,0.984,6.192,13.799999999999997,4.592,20058.26,SP,Top Performer
28f10b1c5e5abb9d4857745bede6147c,28,0.7857142857142857,7.178571428571429,16.65,4.0,1185.42,SP,At Risk
